word_dutch,concrete_list,concrete_mean,concrete_sd,concrete_ratings_n,concrete_unknown_response_n,concrete_sample_n,aoa_list,aoa_sample_n,aoa_known_probability,aoa_mean,aoa_sd
modderbad,3,4.27,0.59,15,0,15,4,18,1,8.777777778,2.839957654
modderen,3,2.57,1.09,14,1,15,1,18,0.777777778,9.714285714,2.998167939
modderig,5,3.67,1.05,15,0,15,2,20,1,7.05,3.531437757
modderpoel,2,4.07,0.96,15,0,15,3,18,1,7.444444444,1.885618083
mode,4,2.93,1.03,15,0,15,NA,NA,NA,NA,NA
modebewust,1,2.4,1.06,15,0,15,4,18,1,11.22222222,2.798225395
modegril,3,2.07,1.22,15,0,15,1,18,0.833333333,11.46666667,2.72204405
model,3,3.27,1.39,15,0,15,NA,NA,NA,NA,NA
modelleren,1,3.07,1.22,15,0,15,2,20,1,12.6,2.370875921
modelwoning,1,3.8,1.08,15,0,15,3,18,1,11.38888889,2.090282528
modem,1,4.27,1.1,15,0,15,NA,NA,NA,NA,NA
modepop,4,4.29,0.83,14,1,15,4,18,1,10.88888889,2.2980526
moderator,2,2.67,1.29,15,0,15,1,18,0.944444444,13.11764706,3.407388167
modereren,1,2.62,1.33,13,2,15,2,20,0.95,15.26315789,2.864380974
modern,2,1.8,0.77,15,0,15,NA,NA,NA,NA,NA
moderniseren,5,2.13,0.99,15,0,15,3,18,1,11.5,2.7917947
modernisering,1,1.87,0.92,15,0,15,4,18,0.888888889,11.9375,2.999305475
modernisme,5,1.67,0.9,15,0,15,1,18,1,13.38888889,2.500326776
modeshow,4,4.4,0.63,15,0,15,2,20,1,8.8,2.948683917
modewereld,1,2.8,1.42,15,0,15,3,18,1,9.888888889,1.711170528
modieus,3,2.2,1.08,15,0,15,NA,NA,NA,NA,NA
modificatie,1,1.87,0.99,15,0,15,4,18,1,13.94444444,2.484593048
modificeren,2,2.13,1.06,15,0,15,1,18,1,13.11111111,2.826115374
modulair,3,2.33,1.4,15,0,15,2,20,1,15.15,1.954078057
module,1,2.33,1.4,15,0,15,3,18,1,13.16666667,2.121320344
moduleren,1,1.93,1.03,15,0,15,4,18,1,13.66666667,3.360672202
modus,2,2.2,1.15,15,0,15,1,18,1,13.33333333,2.249182858
moe,3,2.79,1.19,14,1,15,NA,NA,NA,NA,NA
moed,4,1.73,0.7,15,0,15,NA,NA,NA,NA,NA
moedeloos,2,2,1,15,0,15,NA,NA,NA,NA,NA
moeder,5,3,1.41,15,0,15,NA,NA,NA,NA,NA
moederdag,3,2.73,1.58,15,0,15,2,20,0.95,5.157894737,1.951158001
moederen,3,2,0.78,14,1,15,3,18,0.833333333,10.06666667,2.711527421
moederkoek,2,4,1.13,15,0,15,4,18,1,11.72222222,2.8034759
moederlijk,5,2,0.93,15,0,15,NA,NA,NA,NA,NA
moederschap,5,2.33,1.11,15,0,15,1,18,1,8.555555556,2.525685049
moederschip,1,3.5,1.22,14,1,15,2,20,0.95,11.15789474,3.287402857
moederschoot,4,3.15,0.8,13,2,15,3,18,1,9.111111111,2.587046667
moedertaal,5,1.53,1.06,15,0,15,4,18,1,9.611111111,2.852014539
moedervlek,1,4.73,0.46,15,0,15,1,18,1,7.611111111,2.033220826
moedig,5,2.13,1.13,15,0,15,NA,NA,NA,NA,NA
moedwil,2,1.6,0.63,15,0,15,2,20,0.85,12.58823529,2.575335501
moedwillig,5,1.67,0.9,15,0,15,3,18,1,11.27777778,2.052417672
moeflon,2,3,2.83,2,13,15,4,18,0.222222222,11.25,2.5
moegetergd,5,2,0.82,13,2,15,1,18,0.722222222,13.76923077,3.632121652
moeheid,4,2.67,1.23,15,0,15,2,20,1,7.65,2.49789385
moeial,1,2.2,1.26,15,0,15,3,18,1,8.055555556,2.013840996
moeilijk,1,1.47,0.64,15,0,15,NA,NA,NA,NA,NA
moeilijkheid,3,1.67,0.9,15,0,15,4,18,1,8.666666667,2.765331594
moeite,4,1.87,0.92,15,0,15,1,18,1,8.944444444,3.316132088
moeiteloos,5,2,1.13,15,0,15,2,20,1,9.05,2.910507281
moeizaam,5,2.27,0.8,15,0,15,NA,NA,NA,NA,NA
moeke,3,3.57,1.28,14,1,15,3,18,1,5.611111111,2.892970972
moer,5,4.4,1.12,15,0,15,NA,NA,NA,NA,NA
moeras,2,4.6,0.83,15,0,15,NA,NA,NA,NA,NA
moerbei,2,4.22,1.39,9,6,15,4,18,0.611111111,13.18181818,3.572623177
moersleutel,2,4.6,0.63,15,0,15,1,18,0.944444444,10.52941176,3.023194648
moes,2,3.93,0.73,14,1,15,NA,NA,NA,NA,NA
moesson,1,3.57,1.22,14,1,15,2,20,0.9,12.72222222,3.005985315
moestuin,1,4.67,0.49,15,0,15,3,18,1,8.055555556,2.12747357
moeten,3,2,0.88,14,1,15,NA,NA,NA,NA,NA
mof,4,3.33,1.22,9,6,15,4,18,1,13.05555556,3.133729637
moffelen,3,3,1.25,15,0,15,1,18,0.777777778,9.428571429,2.502745745
mogelijk,2,1.27,0.46,15,0,15,2,20,1,8.15,2.368099393
mogelijkerwijs,5,1.27,0.8,15,0,15,3,18,1,11.33333333,2.612188625
mogelijkheid,1,2,1,15,0,15,NA,NA,NA,NA,NA
mogelijks,1,1.27,0.46,15,0,15,4,18,1,10.11111111,2.987993403
mogen,2,1.47,0.74,15,0,15,NA,NA,NA,NA,NA
mogendheid,1,1.23,0.44,13,2,15,1,18,0.888888889,12.75,2.977694858
mohair,3,4.2,0.84,5,10,15,2,20,0.55,12.36363636,2.730301349
mohammedaan,3,2,1,13,2,15,3,18,0.833333333,12.86666667,2.774029217
mojito,3,4.6,0.51,15,0,15,4,18,1,14.55555556,3.052910323
mok,1,4.93,0.26,15,0,15,NA,NA,NA,NA,NA
moker,5,3.85,1.28,13,2,15,NA,NA,NA,NA,NA
mokerslag,1,3.46,1.56,13,2,15,1,18,0.777777778,11.14285714,2.684919218
mokka,4,4.27,0.88,15,0,15,NA,NA,NA,NA,NA
mokkel,4,3.44,1.13,9,6,15,2,20,0.95,12.36842105,3.022334019
mokken,4,3.33,1.05,15,0,15,NA,NA,NA,NA,NA
mol,5,4.87,0.52,15,0,15,NA,NA,NA,NA,NA
moleculair,4,1.87,1.25,15,0,15,3,18,1,14.11111111,1.604731566
molecule,3,2.47,1.46,15,0,15,4,18,1,13.44444444,2.853732792
molecuul,2,3.2,1.57,15,0,15,1,18,1,13.33333333,1.970368732
molen,5,4.4,1.12,15,0,15,NA,NA,NA,NA,NA
molenaar,5,3.67,1.05,15,0,15,2,20,0.95,8.789473684,3.473374078
molensteen,4,4.5,0.76,14,1,15,3,18,0.833333333,10.46666667,3.044120015
molest,2,2.4,1.52,5,10,15,4,18,0.444444444,13.25,4.062019202
molesteren,3,2.47,1.19,15,0,15,1,18,0.888888889,11.875,2.753785274
mollen,5,3.87,1.19,15,0,15,2,20,0.95,9.210526316,3.309564378
mollig,2,3.6,0.83,15,0,15,3,18,1,7.555555556,2.120549935
mollusk,1,4.25,0.96,4,11,15,4,18,0.444444444,14.75,4.862392121
molm,5,4.67,0.82,6,9,15,1,18,0.166666667,11,1
moloch,5,2.5,0.71,2,13,15,2,20,0.1,16,1.414213562
molshoop,3,4.27,1.03,15,0,15,3,18,0.833333333,7.266666667,2.604026187
molton,5,4.5,0.84,6,9,15,4,18,0.388888889,16.14285714,5.814595756
mom,4,2.2,1.32,10,5,15,1,18,0.833333333,11.06666667,3.514595418
mombakkes,1,2.8,2.05,5,10,15,2,20,0.3,13.5,6.534523701
moment,5,1.33,0.62,15,0,15,NA,NA,NA,NA,NA
momentaan,2,1.38,0.51,13,2,15,3,18,0.722222222,14,2.380476143
momenteel,2,1.4,0.51,15,0,15,4,18,1,9.277777778,2.8034759
mompelen,5,3.8,1.15,15,0,15,1,18,1,8.277777778,2.080880909
monarch,3,2.64,1.55,14,1,15,NA,NA,NA,NA,NA
monarchie,3,1.6,1.06,15,0,15,2,20,1,12.3,2.773938868
monarchist,1,2.13,1.41,15,0,15,3,18,1,13.66666667,1.940285
monastiek,4,1.71,0.95,7,8,15,4,18,0.611111111,15.18181818,3.600505015
mond,5,4.73,0.59,15,0,15,NA,NA,NA,NA,NA
mondain,4,1.82,0.6,11,4,15,1,18,0.722222222,14.30769231,2.213015115
monddood,5,1.75,0.87,12,3,15,2,20,0.7,12.57142857,2.874671505
mondeling,2,3.07,1.16,15,0,15,3,18,1,9.888888889,2.654383475
mondhoek,5,3.93,1.1,15,0,15,4,18,0.944444444,8.529411765,3.448145282
mondholte,3,4.13,1.06,15,0,15,1,18,1,8.944444444,2.838231061
mondiaal,1,2.14,1.23,14,1,15,2,20,0.95,12.89473684,2.447101161
mondialisering,2,1.29,0.61,14,1,15,3,18,1,14.88888889,1.450715397
mondig,3,2.27,1.1,15,0,15,4,18,1,10.72222222,3.392128528
monding,1,3.93,0.8,15,0,15,1,18,1,10.27777778,2.652536091
mondjesmaat,1,1.71,1.2,14,1,15,2,20,0.9,9.666666667,2.722455639
mondstuk,4,4.53,0.64,15,0,15,3,18,1,9.888888889,2.826115374
mondvol,5,2.93,1.33,15,0,15,4,18,1,8.055555556,2.577555208
mondvoorraad,2,2.93,1.03,15,0,15,1,18,0.777777778,10.35714286,2.677747126
mondwater,3,4.2,0.94,15,0,15,2,20,1,10.3,3.147262804
monetair,3,1.57,0.94,14,1,15,3,18,0.944444444,14.76470588,3.579968781
mongoloïde,2,2.33,1.58,9,6,15,4,18,0.777777778,13.71428571,2.812843386
mongool,1,3.87,1.13,15,0,15,NA,NA,NA,NA,NA
monitor,3,3.8,1.37,15,0,15,1,18,1,10.16666667,3.240370349
monitoraat,5,2.08,1.19,13,2,15,2,20,0.95,16.47368421,3.272247292
monitoren,4,3.2,1.32,15,0,15,3,18,1,11.27777778,2.986352399
monitrice,1,3.53,0.99,15,0,15,4,18,0.944444444,10.41176471,3.554202153
monkelen,4,2.29,1.38,7,8,15,1,18,0.277777778,11.2,4.816637832
monnik,1,4.13,0.92,15,0,15,NA,NA,NA,NA,NA
monnikenwerk,1,2.07,1.22,15,0,15,2,20,1,11.35,2.323223713
mono,3,2.07,1.28,15,0,15,3,18,0.944444444,11.58823529,2.959282504
monochroom,5,2.54,1.51,13,2,15,4,18,0.944444444,14.58823529,3.202710249
monocle,3,4.5,1.27,10,5,15,1,18,0.444444444,12.5,3.380617019
monogaam,1,1.87,0.99,15,0,15,2,20,1,12.4,2.683281573
monogamie,4,2.53,1.41,15,0,15,3,18,1,13.22222222,1.308594017
monografie,4,2.45,1.51,11,4,15,4,18,0.944444444,13.58823529,3.48315273
monogram,3,2.53,1.13,15,0,15,1,18,0.888888889,13.875,3.612478374
monokini,4,4.2,1.26,15,0,15,2,20,0.95,10.68421053,3.056007409
monoliet,1,3.6,1.84,10,5,15,3,18,0.722222222,13.30769231,2.46253986
monolithisch,5,1.64,0.92,11,4,15,4,18,0.722222222,13.53846154,2.961288701
monoloog,4,2.6,1.06,15,0,15,1,18,1,11.83333333,2.093407018
monomaan,3,1.38,0.52,8,7,15,2,20,0.5,16.4,2.170509413
monopolie,4,2.33,1.4,15,0,15,3,18,1,9.444444444,2.727252921
monopoliseren,4,1.77,1.3,13,2,15,4,18,1,12.66666667,3.124852938
monotonie,4,2.38,1.04,13,2,15,1,18,0.833333333,12.33333333,3.598941643
monotoon,3,2.73,1.28,15,0,15,2,20,1,12.15,2.888725816
monseigneur,5,2.73,1.33,15,0,15,3,18,1,10.61111111,1.819466272
monster,5,3.47,1.19,15,0,15,NA,NA,NA,NA,NA
monsteren,2,1.86,0.69,7,8,15,4,18,0.888888889,11.6875,3.553753884
monsterlijk,5,2,0.53,15,0,15,1,18,1,7.611111111,2.35494196
monstrans,1,2.25,1.89,4,11,15,2,20,0.2,16.75,5.057996968
monstrueus,2,2.29,1.14,14,1,15,3,18,0.833333333,12.73333333,2.604026187
montage,3,3.13,1.06,15,0,15,4,18,1,11.83333333,2.74933147
monter,3,2,1.11,14,1,15,NA,NA,NA,NA,NA
monteren,4,3.29,1.2,14,1,15,1,18,1,10.66666667,2.828427125
monteur,5,3.27,1.28,15,0,15,2,20,0.95,9.421052632,2.81495588
montuur,2,4.27,0.88,15,0,15,3,18,1,10.22222222,2.921634425
monument,3,3.07,0.8,15,0,15,4,18,1,9.5,2.526331914
monumentaal,1,2.2,1.26,15,0,15,1,18,1,11.16666667,2.036432867
mooi,1,2.07,1.1,15,0,15,NA,NA,NA,NA,NA
mooiprater,3,2.2,1.32,15,0,15,2,20,0.95,10.73684211,2.18179603
moonboots,3,4.07,1.27,14,1,15,3,18,1,12.05555556,3.685779066
moord,5,3.53,0.83,15,0,15,NA,NA,NA,NA,NA
moordaanslag,1,3.47,1.13,15,0,15,4,18,1,10.16666667,2.121320344
moorddadig,2,2.33,1.23,15,0,15,1,18,1,9.944444444,2.554631831
moorden,5,3.4,1.3,15,0,15,NA,NA,NA,NA,NA
moordenaar,2,3.53,1.19,15,0,15,2,20,1,7.95,2.723677854
moordenares,5,3.07,0.96,15,0,15,3,18,1,8.666666667,1.84709629
moordend,1,3,1.31,15,0,15,4,18,1,9.388888889,2.615314375
moordkuil,1,3.7,1.16,10,5,15,1,18,0.833333333,11.46666667,2.899917897
moordlustig,2,2,0.93,15,0,15,2,20,1,9.95,2.416500297
moordpartij,5,3.07,1.1,15,0,15,3,18,1,9.5,1.917412472
moordpoging,5,2.8,1.01,15,0,15,4,18,1,10.44444444,2.148110585
moordwapen,5,3.47,1.06,15,0,15,1,18,1,9.5,2.662373996
moordzaak,5,2.33,1.4,15,0,15,2,20,1,8.45,2.66507628
moordzuchtig,2,2.07,1.1,15,0,15,3,18,1,10.55555556,2.705598166
moot,5,3.8,1.14,10,5,15,4,18,0.833333333,11.46666667,3.440653316
mop,1,3.2,1.21,15,0,15,NA,NA,NA,NA,NA
mopje,1,2.93,1.22,15,0,15,1,18,1,6,1.188177052
mopperaar,2,2.87,1.19,15,0,15,2,20,0.95,8.684210526,3.448874721
mopperen,2,3.4,0.83,15,0,15,3,18,1,7.666666667,1.680336101
mopperig,5,2,0.96,14,1,15,NA,NA,NA,NA,NA
mopperkont,4,2.8,0.94,15,0,15,4,18,1,8.833333333,3.0341197
mopperpot,2,2.79,1.12,14,1,15,1,18,0.944444444,8.529411765,2.853016979
moppig,1,1.67,1.15,12,3,15,2,20,0.4,11.125,3.482097069
moraal,5,1.27,0.59,15,0,15,3,18,1,13.05555556,2.858881357
moraalridder,2,2,1.29,13,2,15,4,18,1,12.55555556,2.994548424
moraliseren,2,1.4,0.83,15,0,15,1,18,0.944444444,12.47058824,3.280961122
moralist,3,1.47,0.92,15,0,15,2,20,0.9,13.33333333,3.124852938
moralistisch,4,1.5,0.85,14,1,15,NA,NA,NA,NA,NA
moraliteit,2,1.13,0.35,15,0,15,3,18,1,13.16666667,1.823054967
moratorium,2,3.4,1.9,10,5,15,4,18,0.611111111,13.27272727,3.926599269
morbide,2,1.71,0.99,14,1,15,1,18,0.833333333,12.86666667,2.29492193
morbiditeit,5,1.43,0.65,14,1,15,2,20,1,15.5,2.18848662
mordicus,3,2,1.26,6,9,15,3,18,0.222222222,14.5,2.081665999
moreel,5,1.4,0.63,15,0,15,NA,NA,NA,NA,NA
morel,1,4.8,0.45,5,10,15,4,18,0.444444444,12.25,4.949747468
morene,5,3.29,1.38,7,8,15,1,18,0.055555556,15,NA
mores,2,1.45,0.69,11,4,15,2,20,0.8,12.1875,2.971391369
morfeem,2,2.27,1.68,11,4,15,3,18,0.555555556,16.4,2.319003617
morfine,3,3.4,1.18,15,0,15,4,18,1,13.11111111,3.428065633
morfologie,3,1.5,0.94,14,1,15,1,18,0.944444444,14.64705882,2.667891875
morgen,1,1.73,0.96,15,0,15,NA,NA,NA,NA,NA
morgenavond,4,2.07,1.1,15,0,15,2,20,0.95,6.315789474,1.765491168
morgenmiddag,4,2.07,1.07,14,1,15,3,18,1,6.444444444,1.68809751
morgennacht,1,2.6,1.5,15,0,15,4,18,1,8.111111111,2.784175639
morgenochtend,4,1.87,1.13,15,0,15,1,18,1,6.555555556,2.120549935
morgenrood,1,3.4,1.24,15,0,15,2,20,0.85,11,2.828427125
morgenstond,5,1.87,0.83,15,0,15,3,18,1,8.944444444,2.484593048
morgenvroeg,2,2,0.85,15,0,15,4,18,1,6.388888889,2.090282528
mormel,3,2.4,1.12,15,0,15,NA,NA,NA,NA,NA
mormoon,3,2.4,1.35,15,0,15,1,18,0.722222222,12.84615385,2.73392739
morrelen,5,2.45,1.51,11,4,15,2,20,0.7,10.92857143,2.400778262
morren,3,2.8,1.08,15,0,15,3,18,1,9.833333333,2.202939213
morsdood,3,3.2,1.32,15,0,15,4,18,1,8.888888889,2.805223885
morse,4,4,0.96,14,1,15,1,18,0.944444444,10.94117647,2.967966228
morsen,5,4,1.13,15,0,15,2,20,1,4.55,2.064104241
morsig,3,2.4,1.07,10,5,15,3,18,0.555555556,10.1,2.923088169
mortaliteit,1,1.71,1.14,14,1,15,4,18,1,13.27777778,3.102286738
mortel,4,3.92,1.04,13,2,15,1,18,0.833333333,11.13333333,3.88893424
mortier,4,4.4,0.97,10,5,15,2,20,0.55,12.36363636,2.15743956
mortuarium,2,3.87,1.06,15,0,15,3,18,1,10.44444444,3.221658729
morzel,1,3.67,1.22,9,6,15,4,18,0.611111111,11.63636364,3.170890325
mos,1,4.47,0.92,15,0,15,NA,NA,NA,NA,NA
moskee,1,4.6,0.74,15,0,15,1,18,1,10.77777778,3.227739248
moslim,1,3.4,1.35,15,0,15,2,20,1,10.25,2.750598021
mossel,4,4.8,0.41,15,0,15,NA,NA,NA,NA,NA
most,2,5,0,2,13,15,3,18,0.277777778,14,3.674234614
mosterd,2,4.93,0.26,15,0,15,4,18,1,7.277777778,2.761192316
mot,3,4.4,0.83,15,0,15,NA,NA,NA,NA,NA
motard,3,3.6,1.12,15,0,15,1,18,0.611111111,11,2.863564213
motel,1,4,1.07,15,0,15,NA,NA,NA,NA,NA
motelkamer,1,4.4,0.91,15,0,15,2,20,1,11.35,2.007223796
motet,4,2.67,1.21,6,9,15,3,18,0.055555556,26,NA
motie,1,1.85,1.14,13,2,15,4,18,0.888888889,13.6875,3.026962174
motief,2,1.93,1.33,15,0,15,NA,NA,NA,NA,NA
motivatie,3,1.6,0.83,15,0,15,1,18,1,10.55555556,2.331932353
motiveren,4,2.13,0.92,15,0,15,2,20,1,9.6,2.210025006
motivering,5,2.4,0.74,15,0,15,3,18,1,11.66666667,2.970442629
moto,2,4.33,1.11,15,0,15,4,18,0.944444444,8.058823529,3.230142958
motor,3,4.13,1.25,15,0,15,NA,NA,NA,NA,NA
motorbende,5,3.67,1.05,15,0,15,1,18,1,9.833333333,2.706202027
motorboot,1,4.8,0.41,15,0,15,2,20,1,8.9,3.3387675
motorcross,2,4.13,0.74,15,0,15,3,18,1,8.777777778,2.184317246
motorfiets,2,4.93,0.26,15,0,15,4,18,1,8.888888889,2.908180933
motorhome,1,4.71,0.47,14,1,15,1,18,0.888888889,11.125,2.872281323
motoriek,5,2.13,0.92,15,0,15,2,20,1,11.55,3.119969635
motorisch,2,2.27,1.28,15,0,15,3,18,1,11.5,2.479326284
motorkap,5,4.67,0.72,15,0,15,4,18,1,9.944444444,2.999455288
motorpech,5,3.07,1.16,15,0,15,1,18,1,9.111111111,3.065728757
motorrijder,4,4.4,0.74,15,0,15,2,20,1,8.1,3.076224617
motorrijtuig,3,4.27,0.7,15,0,15,3,18,1,8.888888889,2.2980526
motregen,2,4.6,0.74,15,0,15,4,18,1,8.055555556,2.711028071
mottenbal,1,4.5,0.85,14,1,15,1,18,0.777777778,9.928571429,3.561855301
mottig,3,2.07,0.96,15,0,15,2,20,0.95,9.894736842,4.748037452
motto,3,2.27,1.39,15,0,15,3,18,1,10,2.520504151
mousse,1,4.33,0.72,15,0,15,4,18,1,8.055555556,2.508156629
mousseline,2,4.31,0.85,13,2,15,1,18,0.888888889,11.5625,2.827690459
mousseren,5,3.22,1.39,9,6,15,2,20,0.85,13,3.691205765
mousserend,2,2.25,1.28,8,7,15,3,18,0.611111111,14.09090909,1.972538743
moustache,1,4.87,0.35,15,0,15,4,18,1,9.222222222,3.263984493
mout,5,4.6,0.63,15,0,15,NA,NA,NA,NA,NA
mouw,2,4.8,0.41,15,0,15,NA,NA,NA,NA,NA
mouwvegen,2,2.73,1.1,15,0,15,1,18,0.888888889,9.375,3.242941052
mouwveger,1,2.67,1.15,12,3,15,2,20,0.7,10.78571429,3.332325855
mozaïek,1,4.47,0.64,15,0,15,3,18,1,9.111111111,2.564208143
mud,4,4,1.41,5,10,15,4,18,0.5,12.22222222,3.767551518
muesli,2,4.8,0.41,15,0,15,1,18,1,8.444444444,2.874271718
muf,3,3.07,1.28,15,0,15,NA,NA,NA,NA,NA
muffin,3,4.8,0.41,15,0,15,2,20,1,11.35,3.558163335
mug,4,4.8,0.56,15,0,15,NA,NA,NA,NA,NA
muggen,2,4.8,0.41,15,0,15,3,18,1,5.888888889,1.875190622
muggenbeet,2,4.53,0.64,15,0,15,4,18,0.888888889,5.9375,2.174664725
muggenziften,5,2.47,1.25,15,0,15,1,18,0.944444444,10.88235294,2.735926556
muggenzifter,5,2.2,1.01,15,0,15,2,20,1,10.6,2.72222819
mui,5,2.5,2.12,2,13,15,3,18,0.111111111,19.5,7.778174593
muil,5,4.6,0.63,15,0,15,NA,NA,NA,NA,NA
muildier,4,4.53,0.52,15,0,15,4,18,1,9.722222222,2.966589556
muilezel,3,4.27,0.88,15,0,15,1,18,1,9.055555556,2.484593048
muilkorf,2,4.47,0.83,15,0,15,2,20,0.95,10.10526316,2.401266722
muilkorven,3,3.86,0.95,14,1,15,3,18,0.888888889,10.75,3.435112807
muilpeer,4,3.63,0.92,8,7,15,4,18,0.722222222,12.61538462,3.305007855
muiltje,4,4.77,0.44,13,2,15,1,18,0.944444444,8.647058824,2.396382077
muis,4,5,0,15,0,15,NA,NA,NA,NA,NA
muisgrijs,1,3.93,0.96,15,0,15,2,20,1,8.6,2.663594722
muisstil,5,3.13,1.25,15,0,15,3,18,1,7.055555556,2.388014736
muiten,1,2.82,1.4,11,4,15,4,18,0.833333333,11.53333333,3.356585567
muiter,2,2.5,1.31,12,3,15,1,18,0.777777778,11.21428571,2.577374079
muiterij,2,2.54,1.13,13,2,15,2,20,1,12.45,2.837252192
muizen,4,4.4,1.12,15,0,15,3,18,1,5.666666667,1.644956642
muizenis,1,2.22,1.3,9,6,15,4,18,0.611111111,11.54545455,3.357488239
muizenissen,5,1.67,0.78,12,3,15,1,18,0.666666667,11.66666667,2.424621183
muizenval,4,4.87,0.35,15,0,15,2,20,1,7,2.533979604
mul,5,4.13,0.64,8,7,15,3,18,0.555555556,10,2.40370085
mulat,1,3.79,1.12,14,1,15,4,18,0.944444444,12.05882353,2.9041046
multimedia,4,3.27,0.96,15,0,15,1,18,1,10.72222222,2.562295743
multimediaal,4,2.2,1.08,15,0,15,2,20,0.9,14.05555556,2.154945672
multomap,3,4,1.41,4,11,15,3,18,0.222222222,13.25,2.753785274
mum,5,1.23,0.6,13,2,15,4,18,0.944444444,10.17647059,3.107154931
mummelen,3,2.4,1.65,10,5,15,1,18,0.666666667,10.08333333,2.937479852
mummie,1,4.73,0.46,15,0,15,NA,NA,NA,NA,NA
mummificeren,3,3.67,0.98,15,0,15,2,20,1,9.85,2.814903943
munitie,3,3.4,1.12,15,0,15,3,18,1,11.05555556,2.711028071
munt,1,4.8,0.41,15,0,15,NA,NA,NA,NA,NA
munteenheid,3,2.2,1.08,15,0,15,4,18,1,11.05555556,2.858881357
munten,5,4.4,1.12,15,0,15,1,18,1,7.333333333,2.47338777
muntje,3,4,1.31,15,0,15,2,20,1,6.4,3.470173665
muntstuk,1,4.73,0.46,15,0,15,3,18,1,6.888888889,1.640978506
murmelen,5,3.31,1.32,13,2,15,4,18,0.944444444,10.82352941,3.778810893
murw,3,2.73,1.49,11,4,15,NA,NA,NA,NA,NA
mus,2,4.93,0.26,15,0,15,NA,NA,NA,NA,NA
musculair,5,3,1.07,15,0,15,1,18,1,13.38888889,3.712283092
museum,5,4,1,15,0,15,2,20,1,7.15,2.084403234
museumstuk,1,3.8,1.21,15,0,15,3,18,1,9.277777778,1.775836358
musical,4,3.93,0.8,15,0,15,4,18,0.944444444,8.705882353,2.365499574
musiceren,2,3.27,1.03,15,0,15,1,18,1,10.44444444,2.639568196
musicoloog,1,3.07,1.16,15,0,15,2,20,0.9,13.22222222,2.860595486
musicus,5,3,1.07,15,0,15,3,18,1,10,2.722455639
muskaat,5,4.33,0.9,15,0,15,4,18,1,10.66666667,3.048625534
musket,5,4.11,0.93,9,6,15,1,18,0.666666667,10.75,3.3337121
musketier,4,3.71,1.07,14,1,15,2,20,1,9.6,2.036508881
muskiet,3,4.47,0.92,15,0,15,3,18,0.888888889,10.875,2.5
must,1,1.62,0.65,13,2,15,NA,NA,NA,NA,NA
mustang,5,4.8,0.56,15,0,15,4,18,1,12.38888889,3.483387278
mutant,2,2.31,1.11,13,2,15,1,18,1,12.27777778,3.322039692
mutatie,1,2.53,1.13,15,0,15,2,20,1,14.05,1.791059669
muteren,2,1.93,0.88,15,0,15,3,18,1,12.88888889,2.193275522
mutilatie,1,3.31,1.18,13,2,15,4,18,0.888888889,13.8125,3.487477598
muts,2,5,0,15,0,15,NA,NA,NA,NA,NA
mutualiteit,4,2.47,1.3,15,0,15,1,18,0.944444444,11.52941176,2.786522184
muur,1,4.8,0.41,15,0,15,NA,NA,NA,NA,NA
muurbloempje,4,3,1.36,15,0,15,2,20,1,11.45,3.440853627
muurkrant,5,3.83,1.27,12,3,15,3,18,0.666666667,11,2.763397119
muurvast,1,3.07,1.22,15,0,15,4,18,1,9.777777778,2.646986201
muze,1,2.53,1.25,15,0,15,NA,NA,NA,NA,NA
muzelman,1,3.78,1.09,9,6,15,1,18,0.388888889,11.42857143,3.90969491
muziek,3,4,1.07,15,0,15,NA,NA,NA,NA,NA
muziekinstrument,4,4.4,0.83,15,0,15,2,20,1,6.4,2.062190966
muziekje,5,3.73,0.88,15,0,15,3,18,1,5.277777778,1.994272846
muziekkamer,2,3.73,1.28,15,0,15,4,18,0.944444444,8.882352941,2.689850204
muziekkorps,3,3.73,1.1,15,0,15,1,18,1,10.61111111,2.810461316
muziekles,1,4.07,0.88,15,0,15,2,20,1,7.05,2.235479461
muzieknoot,3,3.87,0.92,15,0,15,3,18,1,7.611111111,2.252812331
muziekschool,5,3.27,1.28,15,0,15,4,18,0.944444444,7.470588235,1.806849712
muzikaal,2,2.87,1.36,15,0,15,1,18,1,8.5,2.332632948
muzikant,4,4.2,0.56,15,0,15,2,20,1,7.25,3.058637468
muzisch,2,2.13,0.83,15,0,15,3,18,1,11.05555556,2.879383558
mycelium,3,3,1.41,2,13,15,4,18,0.388888889,12,4.434711565
myeline,3,2.33,1.51,6,9,15,1,18,0.722222222,16.07692308,2.253202849
myoom,3,2.17,1.17,6,9,15,2,20,0.45,15.11111111,4.833333333
myopie,2,4,0,3,12,15,3,18,0.722222222,16.76923077,2.127355407
myriade,3,2,1.41,2,13,15,4,18,0.388888889,15,7.187952884
mysterie,5,1.6,0.74,15,0,15,1,18,1,9.555555556,2.525685049
mysterieus,5,1.73,0.8,15,0,15,2,20,1,9.85,3.133435982
mysticus,2,1.5,0.85,14,1,15,3,18,0.944444444,13.64705882,2.029198625
mystiek,1,1.57,0.76,14,1,15,NA,NA,NA,NA,NA
mythe,4,1.8,0.94,15,0,15,4,18,1,11.05555556,2.412521801
mythisch,2,1.27,0.46,15,0,15,1,18,1,10.72222222,3.286434785
mythologie,1,1.6,1.06,15,0,15,2,20,1,12.05,2.211810404
mythologisch,5,1.33,0.49,15,0,15,3,18,1,12.22222222,2.340325657
