"session","survey","slot","word","use_number","response","response_corrected","lemma","upos"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings","w08","park",2,"javelin","javelin","javelin","NOUN"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings","w08","park",3,"toboggan","toboggan","toboggan","NOUN"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings","w08","park",4,"dilut","dilute","dilute","ADJ"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings","w08","park",1,"pleate","pleat","pleat","X"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings","w08","park",3,"chess","chess","chess","NOUN"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings","w08","park",4,"tutor","tutor","tutor","NOUN"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings","w08","park",5,"quill","quill","quill","ADV"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings","w08","park",6,"hula hoop","hula hoop","hula hoop","X X"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings","w08","park",1,"screen","screen","screen","NOUN"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings","w08","park",2,"cuff","cuff","cuff","NOUN"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings","w08","park",3,"wed","wed","we","VERB"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings","w08","park",4,"beautiful","beautiful","beautiful","ADJ"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings","w08","park",5,"revenue","revenue","revenue","NOUN"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings","w08","park",1,"pikc","pick","pick","VERB"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings","w08","park",2,"co-habitate","co-habitat","co -habitat","X NOUN"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings","w08","park",3,"retreat","retreat","retreat","NOUN"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings","w08","park",4,"call out","call out","call out","VERB ADP"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings","w08","park",5,"sturdy","sturdy","sturdy","NOUN"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings","w08","park",7,"road","road","road","NOUN"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings","w08","park",1,"hover","hover","hover","NOUN"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings","w08","park",3,"redo","redo","redo","NOUN"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings","w08","park",4,"mindfulness","mindfulness","mindfulness","NOUN"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings","w08","park",5,"transcrib","transcribe","transcribe","VERB"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings","w08","park",6,"garden","garden","garden","NOUN"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings","w08","park",7,"slay","slay","slay","NOUN"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings","w08","park",8,"snowball fight","snowball fight","snowball fight","ADJ NOUN"
"50X4V7q3Et1XAYfAEDSwioMfQS8YbRUtzDW2SFCVjvd0kNGpkiwqdWUnTkiNNE80","English_Word_Ratings","w08","park",1,"deep throat","deep throat","deep throat","ADJ NOUN"
"50X4V7q3Et1XAYfAEDSwioMfQS8YbRUtzDW2SFCVjvd0kNGpkiwqdWUnTkiNNE80","English_Word_Ratings","w08","park",3,"raft","raft","raft","NOUN"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings","w09","sloth",1,"confetti","confetti","confetti","NOUN"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings","w09","sloth",3,"perceive","perceive","perceive","ADJ"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings","w09","sloth",4,"governent","government","government","NOUN"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings","w09","sloth",5,"stroller","stroller","stroller","NOUN"
"lzZBcD4N5WdlEJp4FXc4WDU0QXXMUZa3saiMJqn8EsCLw7dkUMjuSISR0HfCREb4","English_Word_Ratings","w09","sloth",1,"information","information","information","NOUN"
"lzZBcD4N5WdlEJp4FXc4WDU0QXXMUZa3saiMJqn8EsCLw7dkUMjuSISR0HfCREb4","English_Word_Ratings","w09","sloth",2,"spectate","spectate","spectate","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings","w09","sloth",1,"hurdle","hurdle","hurdle","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings","w09","sloth",2,"imbib","imbibe","imbibe","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings","w09","sloth",3,"consume","consume","consume","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings","w09","sloth",5,"nicotine","nicotine","nicotine","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings","w09","sloth",6,"reference","reference","reference","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings","w09","sloth",7,"heighten","heighten","heighten","ADV"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings","w09","sloth",8,"instil","instill","instill","ADV"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings","w09","sloth",9,"stub","stub","stub","NOUN"
"OQxE9L7Mw12SKUcq9pZmmo3FxWc2uCuUHaraGy5sZW9vGR9PSug2a5hMNwjVlA5c","English_Word_Ratings","w09","sloth",10,"invertebrate","invertebrate","invertebrate","VERB"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings","w09","sloth",1,"ring","ring","ring","NOUN"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings","w09","sloth",2,"creep","creep","creep","NOUN"
"VsSi9vBmSPfWlt7NRbLMin20fVJgh5EyxhB0M3tiDqMhDEh6ip526THZdwm0Gup1","English_Word_Ratings","w09","sloth",4,"shrug","shrug","shrug","NOUN"
"1rQGGdmkluNiDXwCZmvMMjeDbNuEovZX9qG1U4NeMzFi5e2GsTSOsUHnaqrIz503","English_Word_Ratings","w09","sloth",1,"clear","clear","clear","ADJ"
"1rQGGdmkluNiDXwCZmvMMjeDbNuEovZX9qG1U4NeMzFi5e2GsTSOsUHnaqrIz503","English_Word_Ratings","w09","sloth",2,"lock","lock","lock","NOUN"
"1rQGGdmkluNiDXwCZmvMMjeDbNuEovZX9qG1U4NeMzFi5e2GsTSOsUHnaqrIz503","English_Word_Ratings","w09","sloth",3,"griddle","griddle","griddle","NOUN"
"1rQGGdmkluNiDXwCZmvMMjeDbNuEovZX9qG1U4NeMzFi5e2GsTSOsUHnaqrIz503","English_Word_Ratings","w09","sloth",4,"commerce","commerce","commerce","NOUN"
"g4JaB1MgPE1r4qjranCAuVoa3se9LFY4Hw7KnJj9jwqdBHzKOMXyzPkYnLVzXN3b","English_Word_Ratings","w09","sloth",1,"scream","scream","scream","NOUN"
"g4JaB1MgPE1r4qjranCAuVoa3se9LFY4Hw7KnJj9jwqdBHzKOMXyzPkYnLVzXN3b","English_Word_Ratings","w09","sloth",2,"strike","strike","strike","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings","w09","sloth",1,"quieting","quieting","quieting","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings","w09","sloth",2,"total","total","total","ADJ"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings","w09","sloth",3,"yacht","yacht","yacht","INTJ"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings","w09","sloth",4,"accompany","accompany","accompany","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings","w09","sloth",5,"clench","clench","clench","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings","w09","sloth",6,"realx","relax","relax","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings","w09","sloth",7,"chisel","chisel","chisel","NOUN"
"sxZt1pXLM7kUV1KxULkPh8B0LAjLRoiJMkJRsCZ73YaImMKyBOOpLKcmQuG6iNZP","English_Word_Ratings","w09","sloth",8,"courage","courage","courage","NOUN"
"A8tz7HX3m2x4GAoKlJAZ1XfBrXKxo5dGxhoV1dKkNdDkugAvJvRJp9tFe33unNJk","English_Word_Ratings","w09","sloth",1,"cruise","cruise","cruise","NOUN"
"A8tz7HX3m2x4GAoKlJAZ1XfBrXKxo5dGxhoV1dKkNdDkugAvJvRJp9tFe33unNJk","English_Word_Ratings","w09","sloth",2,"defecate","defecate","defecate","NOUN"
"A8tz7HX3m2x4GAoKlJAZ1XfBrXKxo5dGxhoV1dKkNdDkugAvJvRJp9tFe33unNJk","English_Word_Ratings","w09","sloth",3,"oversee","oversee","oversee","ADJ"
"A8tz7HX3m2x4GAoKlJAZ1XfBrXKxo5dGxhoV1dKkNdDkugAvJvRJp9tFe33unNJk","English_Word_Ratings","w09","sloth",5,"toll","toll","toll","NOUN"
"A8tz7HX3m2x4GAoKlJAZ1XfBrXKxo5dGxhoV1dKkNdDkugAvJvRJp9tFe33unNJk","English_Word_Ratings","w09","sloth",6,"reference","reference","reference","NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings","w09","sloth",2,"stack","stack","stack","NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings","w09","sloth",4,"ignite","ignite","ignite","X"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings","w09","sloth",5,"receptacle","receptacle","receptacle","NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings","w09","sloth",8,"conclude","conclude","conclude","VERB"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings","w09","sloth",9,"chess","chess","chess","NOUN"
"iiEF3G6d0Zwa6x3NPBYACZUcLOZpqLcroUzNwnZmTBRu5KQktL3KH9QJT3QpUY37","English_Word_Ratings","w09","sloth",10,"movie","movie","movie","NOUN"
"yLAv948rJF5uUpOa1azj6ddWWLX7U3KcGrE4Zl3iQSXxsNsEg2B3M4KSURKG8jYP","English_Word_Ratings","w09","sloth",1,"door stop","door stop","door stop","NOUN NOUN"
"yLAv948rJF5uUpOa1azj6ddWWLX7U3KcGrE4Zl3iQSXxsNsEg2B3M4KSURKG8jYP","English_Word_Ratings","w09","sloth",2,"skateboard","skateboard","skateboard","X"
"yLAv948rJF5uUpOa1azj6ddWWLX7U3KcGrE4Zl3iQSXxsNsEg2B3M4KSURKG8jYP","English_Word_Ratings","w09","sloth",3,"foster","foster","foster","NOUN"
"yLAv948rJF5uUpOa1azj6ddWWLX7U3KcGrE4Zl3iQSXxsNsEg2B3M4KSURKG8jYP","English_Word_Ratings","w09","sloth",4,"sop","sop","sop","NOUN"
"yLAv948rJF5uUpOa1azj6ddWWLX7U3KcGrE4Zl3iQSXxsNsEg2B3M4KSURKG8jYP","English_Word_Ratings","w09","sloth",5,"piggyback","piggyback","piggyback","NOUN"
"v7tq2P9zqG6N3xAH4o8GvO1YBrnWjahz5rdJByCbpdgbhBPOwT65OuHZHKYl1uFR","English_Word_Ratings","w09","sloth",1,"diversify","diversify","diversify","INTJ"
"v7tq2P9zqG6N3xAH4o8GvO1YBrnWjahz5rdJByCbpdgbhBPOwT65OuHZHKYl1uFR","English_Word_Ratings","w09","sloth",2,"excitement","excitement","excitement","NOUN"
"d6NyWdJP1bcvb4qi8hcmuNgepBmDczes1g8QpCTab6HT2HBFidygOyOYJg6MzUXt","English_Word_Ratings","w09","sloth",1,"tansport","transport","transport","NOUN"
"d6NyWdJP1bcvb4qi8hcmuNgepBmDczes1g8QpCTab6HT2HBFidygOyOYJg6MzUXt","English_Word_Ratings","w09","sloth",2,"smart","smart","smart","ADJ"
"d6NyWdJP1bcvb4qi8hcmuNgepBmDczes1g8QpCTab6HT2HBFidygOyOYJg6MzUXt","English_Word_Ratings","w09","sloth",3,"hunt","hunt","hunt","NOUN"
"d6NyWdJP1bcvb4qi8hcmuNgepBmDczes1g8QpCTab6HT2HBFidygOyOYJg6MzUXt","English_Word_Ratings","w09","sloth",4,"give","give","give","VERB"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings","w09","sloth",1,"merriment","merriment","merriment","NOUN"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings","w09","sloth",2,"sunshine","sunshine","sunshine","NOUN"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings","w09","sloth",3,"slave","slave","slave","ADJ"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings","w09","sloth",4,"disable","disable","disable","ADJ"
"garnFORYQ61r3wCyh826JKL8aDnIglWYXHz7MSvIQBIC8H32nBUgalgql6gZBzlN","English_Word_Ratings","w09","sloth",5,"wash","wash","wash","INTJ"
"i7gzsiwaaH625g2xHgXMPfOfI6R9h8LKxyKgcR3DppkfqTpYxlpaGNFv4AOTf78v","English_Word_Ratings","w09","sloth",1,"wind","wind","wind","NOUN"
"i7gzsiwaaH625g2xHgXMPfOfI6R9h8LKxyKgcR3DppkfqTpYxlpaGNFv4AOTf78v","English_Word_Ratings","w09","sloth",2,"check up","check up","check up","VERB ADP"
"wKTNXd6bXFAL8q4qqOh2llgWoCGmV4nmEB8h4ybNDi4oesm36R1MtrSdkxNsLMnC","English_Word_Ratings","w09","sloth",2,"glare","glare","glare","NOUN"
"wKTNXd6bXFAL8q4qqOh2llgWoCGmV4nmEB8h4ybNDi4oesm36R1MtrSdkxNsLMnC","English_Word_Ratings","w09","sloth",3,"attack","attack","attack","NOUN"
"GoSFbC6zIahLMncIpKDjoQ5dleIxSC8jVVFIn9Km4i5Y1NIhpLJUPrByLuQc21a6","English_Word_Ratings","w09","sloth",1,"whip","whip","whip","X"
"GoSFbC6zIahLMncIpKDjoQ5dleIxSC8jVVFIn9Km4i5Y1NIhpLJUPrByLuQc21a6","English_Word_Ratings","w09","sloth",2,"lay","lay","lay","VERB"
"sBacIiuSQV6IuSUPRTFQmqG3UmmTN9xKph2xv2OOURpgUNOKXSQsxnE8Saex7WkV","English_Word_Ratings","w09","sloth",1,"elt","let","let","VERB"
"sBacIiuSQV6IuSUPRTFQmqG3UmmTN9xKph2xv2OOURpgUNOKXSQsxnE8Saex7WkV","English_Word_Ratings","w09","sloth",2,"lasso","lasso","lasso","INTJ"
"sBacIiuSQV6IuSUPRTFQmqG3UmmTN9xKph2xv2OOURpgUNOKXSQsxnE8Saex7WkV","English_Word_Ratings","w09","sloth",4,"respiration","respiration","respiration","NOUN"
"sBacIiuSQV6IuSUPRTFQmqG3UmmTN9xKph2xv2OOURpgUNOKXSQsxnE8Saex7WkV","English_Word_Ratings","w09","sloth",6,"breatge","breathe","breato","VERB"
"sBacIiuSQV6IuSUPRTFQmqG3UmmTN9xKph2xv2OOURpgUNOKXSQsxnE8Saex7WkV","English_Word_Ratings","w09","sloth",7,"sicken","sicken","sicken","ADJ"
"sBacIiuSQV6IuSUPRTFQmqG3UmmTN9xKph2xv2OOURpgUNOKXSQsxnE8Saex7WkV","English_Word_Ratings","w09","sloth",8,"curl","curl","curl","NOUN"
"kO56Jn0idpJWnDDMSRMIU9DECzlitjq3w7Z1s2KfSCMDE6YZiy9U0xnv6wljxLlh","English_Word_Ratings","w09","sloth",1,"service","service","service","NOUN"
"kO56Jn0idpJWnDDMSRMIU9DECzlitjq3w7Z1s2KfSCMDE6YZiy9U0xnv6wljxLlh","English_Word_Ratings","w09","sloth",2,"referent","referent","referent","VERB"
"kO56Jn0idpJWnDDMSRMIU9DECzlitjq3w7Z1s2KfSCMDE6YZiy9U0xnv6wljxLlh","English_Word_Ratings","w09","sloth",4,"hull","hull","hull","INTJ"
"kO56Jn0idpJWnDDMSRMIU9DECzlitjq3w7Z1s2KfSCMDE6YZiy9U0xnv6wljxLlh","English_Word_Ratings","w09","sloth",5,"ornamental","ornamental","ornamental","ADJ"
"LSuU7j19LztOjJyzbaQVC813k4Xs1HHJRzjUOC3xGQR21Jg71xWUBLSqxxfwF8n3","English_Word_Ratings","w09","sloth",1,"clean","clean","clean","ADJ"
"LSuU7j19LztOjJyzbaQVC813k4Xs1HHJRzjUOC3xGQR21Jg71xWUBLSqxxfwF8n3","English_Word_Ratings","w09","sloth",2,"tinder","tinder","tinder","NOUN"
"LSuU7j19LztOjJyzbaQVC813k4Xs1HHJRzjUOC3xGQR21Jg71xWUBLSqxxfwF8n3","English_Word_Ratings","w09","sloth",3,"hanger","hanger","hanger","NOUN"
"LSuU7j19LztOjJyzbaQVC813k4Xs1HHJRzjUOC3xGQR21Jg71xWUBLSqxxfwF8n3","English_Word_Ratings","w09","sloth",4,"cloth","cloth","cloth","NOUN"
"LSuU7j19LztOjJyzbaQVC813k4Xs1HHJRzjUOC3xGQR21Jg71xWUBLSqxxfwF8n3","English_Word_Ratings","w09","sloth",5,"blow away","blow away","blow away","VERB ADV"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings","w09","sloth",1,"procrastinate","procrastinate","procrastinate","VERB"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings","w09","sloth",2,"comprehend","comprehend","comprehend","NOUN"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings","w09","sloth",3,"smack","smack","smack","ADV"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings","w09","sloth",4,"swat","swat","swat","NOUN"
"YReDSBupRsykKwPjPFxhEKJ9WrWhRKquBSvqA45zIjX2ea9uVVVtSygOIdC1LG2h","English_Word_Ratings","w09","sloth",5,"flower","flower","flower","NOUN"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings","w09","sloth",1,"roam","roam","roam","NOUN"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings","w09","sloth",2,"classify","classify","classify","NOUN"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings","w09","sloth",3,"source","source","source","NOUN"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings","w09","sloth",4,"antivenom","antivenom","antivenom","X"
"HgQcnYS7bLBLsGHsEWYXm89MfSMSM8NNKgbmYc1Ws5lXQCnjE1r1xFC1VARqczsu","English_Word_Ratings","w09","sloth",5,"scuff","scuff","scuff","NOUN"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings","w09","sloth",1,"javelin","javelin","javelin","NOUN"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings","w09","sloth",2,"bore","bore","bore","NOUN"
"DN6wJxt2qT1Np5PlWQiffYY3Uj2fhio8LP2BS98Ht1WUs0dFRBairReZaXoTmHEP","English_Word_Ratings","w09","sloth",3,"ford","ford","ford","VERB"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings","w09","sloth",1,"hoop","hoop","hoop","NOUN"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings","w09","sloth",2,"notepad","notepad","notepad","NOUN"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings","w09","sloth",3,"dangle","dangle","dangle","NOUN"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings","w09","sloth",5,"greet","greet","greet","X"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings","w09","sloth",6,"torture","torture","torture","NOUN"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings","w09","sloth",7,"swim","swim","swim","NOUN"
"o5DMFT7lEisuLPj9cmVBQLnIxZkz0iM23cfDJOL9HqvghxE6MFdH5AfsRQ9r0D2j","English_Word_Ratings","w09","sloth",8,"take up space","take up space","take up space","VERB ADP NOUN"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings","w09","sloth",1,"rak","ark","ark","NOUN"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings","w09","sloth",2,"offer","offer","offer","NOUN"
"FibKe5OYiPqz2UUn75mURehUDCnnAmvduGjCpCkj9jFTXR7BfZxkaHsHG0ZZQtwF","English_Word_Ratings","w09","sloth",3,"prosecute","prosecute","prosecute","VERB"
"50X4V7q3Et1XAYfAEDSwioMfQS8YbRUtzDW2SFCVjvd0kNGpkiwqdWUnTkiNNE80","English_Word_Ratings","w09","sloth",1,"convenience","convenience","convenience","NOUN"
"50X4V7q3Et1XAYfAEDSwioMfQS8YbRUtzDW2SFCVjvd0kNGpkiwqdWUnTkiNNE80","English_Word_Ratings","w09","sloth",2,"spool","spool","spool","NOUN"
"50X4V7q3Et1XAYfAEDSwioMfQS8YbRUtzDW2SFCVjvd0kNGpkiwqdWUnTkiNNE80","English_Word_Ratings","w09","sloth",3,"dispatch","dispatch","dispatch","NOUN"
"50X4V7q3Et1XAYfAEDSwioMfQS8YbRUtzDW2SFCVjvd0kNGpkiwqdWUnTkiNNE80","English_Word_Ratings","w09","sloth",4,"wal","awl","awl","INTJ"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings","w10","excrement",1,"nudge","nudge","nudge","NOUN"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings","w10","excrement",2,"career","career","career","NOUN"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings","w10","excrement",3,"combat","combat","combat","NOUN"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings","w10","excrement",4,"upgrad","upgrade","upgrade","NOUN"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings","w10","excrement",5,"dagger","dagger","dagger","NOUN"
"WERLbHrisM97Sa8njspLxo48hq1D6V8RsVCSTTGotC7HiHvIiUCrNVOlUHbScfKy","English_Word_Ratings","w10","excrement",6,"reward","reward","reward","VERB"
